Subject,Predicate,Object
Lucien_den_Arend,wikiPageWikiLink,Round_up_of_Marseille
Nicolas-Sébastien_Adam,wikiPageWikiLink,Chinoiserie
George_Boole,wikiPageWikiLink,Bertha_Sneck
Stephen_R._Bourne,wikiPageWikiLink,Quentin_Crisp
Sergey_Brin,wikiPageWikiLink,Cardiff
Gene_Amdahl,wikiPageWikiLink,Carl_Russell_Fish
Dines_Bjørner,wikiPageWikiLink,David_Eppstein
Gerrit_Blaauw,wikiPageWikiLink,Sargur_Srihari
Margaret_Burnett,wikiPageWikiLink,Bill_Joy
Lawrence_M._Breed,wikiPageWikiLink,Michael_Oesterle
Amber_Aguirre,wikiPageWikiLink,President_of_the_United_States
Rod_Brooks,wikiPageWikiLink,Electronic_design_automation
Silvio_Apponyi,wikiPageWikiLink,Marcia_Langton
Abhay_Bhushan,wikiPageWikiLink,Bill_Joy
Henry_Hugh_Armstead,wikiPageWikiLink,Morris_&_Co.
Lawrence_M._Breed,wikiPageWikiLink,Dean_Burry
Rediet_Abebe,wikiPageWikiLink,Robin_Osborne
Wäinö_Aaltonen,wikiPageWikiLink,Kaj_Franck
Bert_Bos,wikiPageWikiLink,Cray_Research
John_Armleder,wikiPageWikiLink,Ben_Vautier
Karlheinz_Brandenburg,wikiPageWikiLink,Buzz_Aldrin
Silvio_Apponyi,wikiPageWikiLink,Tony_Abbott
Antonio_Abondio,wikiPageWikiLink,Carolina_Benedicks-Bruce
Mikhail_Botvinnik,wikiPageWikiLink,Blunder_(chess)
Pablita_Abeyta,wikiPageWikiLink,Annet_van_Egmond
Antonio_Abondio,wikiPageWikiLink,Romano_Vio
Sanjeev_Arora,wikiPageWikiLink,PSPACE
Per_Abramsen,wikiPageWikiLink,Minoru_Niizuma
Gordon_Bell,wikiPageWikiLink,Peter_R._Bell
Per_Abramsen,wikiPageWikiLink,Shane_Wilson
Alessandro_Algardi,wikiPageWikiLink,Nicolas_Poussin
Luca_Cardelli,wikiPageWikiLink,Hennessy–Milner_logic
Anthony_James_Barr,wikiPageWikiLink,Robin_Milner
Karlheinz_Brandenburg,wikiPageWikiLink,Ibero-America
Per_Abramsen,wikiPageWikiLink,Benjamin_Victor_(sculptor)
Grimanesa_Amorós,wikiPageWikiLink,Renee_Stout
Tim_Berners-Lee,wikiPageWikiLink,Bogotá
Shakuntala_Atre,wikiPageWikiLink,David_Eppstein
John_De_Andrea,wikiPageWikiLink,Sara_Hildén_Art_Museum
Pauline_Aitken,wikiPageWikiLink,Mirit_Cohen
John_De_Andrea,wikiPageWikiLink,Category:Australian_male_voice_actors
Mark_Antokolski,wikiPageWikiLink,Ivan_Matveyevich_Tolstoy
Manuel_Blum,wikiPageWikiLink,Tel_Aviv_University
Charles_Babbage,wikiPageWikiLink,Battle_of_North_Anna
Yaacov_Agam,wikiPageWikiLink,Philippe_de_Rothschild
Lucien_den_Arend,wikiPageWikiLink,Merrie_Melodies
Anita_Borg,wikiPageWikiLink,Melendy_E._Lovett
Corrado_Böhm,wikiPageWikiLink,David_di_Donatello_for_Best_Director
Serge_Abiteboul,wikiPageWikiLink,Brian_Kernighan
Karel_Aubroeck,wikiPageWikiLink,List_of_World_War_I_Memorials_and_Cemeteries_in_Lorraine
Rod_Brooks,wikiPageWikiLink,MINIX
Tracy_Chou,wikiPageWikiLink,Cascading_Style_Sheets
Walter_Allward,wikiPageWikiLink,House_of_Commons_of_Canada
Kiugak_Ashoona,wikiPageWikiLink,Ernest_Benedict
Benjamin_Paul_Akers,wikiPageWikiLink,Penobscot
Giovanni_Antonio_Amadeo,wikiPageWikiLink,Cornerstone
Jane_Ackroyd,wikiPageWikiLink,Maurice_Agis
Martin_Campbell-Kelly,wikiPageWikiLink,Rod_Canion
Lisa_Anthony,wikiPageWikiLink,Aparna_V._Huzurbazar
Gerrit_Blaauw,wikiPageWikiLink,Robert_W._Floyd
Tina_Allen,wikiPageWikiLink,Anne_Davidson
Antonio_Abondio,wikiPageWikiLink,Cornélie_Caroline_van_Asch_van_Wijck
Per_Brinch_Hansen,wikiPageWikiLink,Scott_Fahlman
Louis_Amateis,wikiPageWikiLink,Category:Lists_of_American_Civil_War_monuments_and_memorials
Karel_Aubroeck,wikiPageWikiLink,List_of_World_War_I_memorials_and_cemeteries_in_Verdun
Luis_von_Ahn,wikiPageWikiLink,"San_Jose,_California"
Amandus_Adamson,wikiPageWikiLink,Roger_Bannister
Louis_Amateis,wikiPageWikiLink,Bas-relief
Ásmundur_Sveinsson,wikiPageWikiLink,Computer
Daniel_J._Bernstein,wikiPageWikiLink,Web_browser
Silvio_Apponyi,wikiPageWikiLink,Denise_Goldsworthy
Gilles_Brassard,wikiPageWikiLink,Gilbert_Laporte
Walter_S._Arnold,wikiPageWikiLink,Lía_Bermúdez
Zhou_Chaochen,wikiPageWikiLink,On_Lisp
Karoo_Ashevak,wikiPageWikiLink,Shuvinai_Ashoona
Evelin_Winifred_Aston,wikiPageWikiLink,Renée_Sintenis
Martin_Campbell-Kelly,wikiPageWikiLink,Normalized_compression_distance
Charles_Babbage,wikiPageWikiLink,Cambridge_University_Library
Jean_Arp,wikiPageWikiLink,San_Francisco_Museum_of_Art
John_De_Andrea,wikiPageWikiLink,Buenos_Aires
Gilles_Brassard,wikiPageWikiLink,John_Stewart_Bell
Kathleen_Booth,wikiPageWikiLink,David_A._Wagner
George_Boole,wikiPageWikiLink,Peter_of_Spain_(author)
Bryan_Cantrill,wikiPageWikiLink,Eldon_C._Hall
Eric_Adjetey_Anang,wikiPageWikiLink,Montpellier
Mary_Audsley,wikiPageWikiLink,Michael_Andrews_(artist)
Amandus_Adamson,wikiPageWikiLink,Prime_Minister_of_Belgium
Samson_Abramsky,wikiPageWikiLink,Hope_(programming_language)
Christophe-Gabriel_Allegrain,wikiPageWikiLink,Bela_Pratt
Dorothy_Blum,wikiPageWikiLink,Robotics
Bartolomeo_Ammanati,wikiPageWikiLink,Horace_Trumbauer
Karel_Appel,wikiPageWikiLink,Wassily_Kandinsky
Isa_Paddy_Aqiattusuk,wikiPageWikiLink,Calvin_Hunt_(artist)
Jeff_Bezos,wikiPageWikiLink,David_Remnick
Frances_E._Allen,wikiPageWikiLink,Carlito's_Way
Aisa_Amittu,wikiPageWikiLink,Billie_Lawless
Serge_Abiteboul,wikiPageWikiLink,Roger_Moore_(computer_scientist)
Peter_Agostini,wikiPageWikiLink,Ecole_nationale_des_beaux-arts
Corrado_Böhm,wikiPageWikiLink,Vito_Volterra
Amber_Aguirre,wikiPageWikiLink,Cary_Harris
Anita_Borg,wikiPageWikiLink,Columbia_University
Toomas_Altnurme,wikiPageWikiLink,David_Ruben_Piqtoukun
David_P._Anderson,name,Shelly_Berg
Jeff_Bezos,wikiPageWikiLink,Booth_Tarkington
Tim_Berners-Lee,wikiPageWikiLink,San_Salvador
Hazel_Armour,wikiPageWikiLink,Vilmos_Aba-Novák
Roland_Carl_Backhouse,wikiPageWikiLink,Brian_Randell
Kinji_Akagawa,wikiPageWikiLink,Bates_College
Lennart_Augustsson,wikiPageWikiLink,Clang
Alfred_Aho,wikiPageWikiLink,Sawako_Ariyoshi
Grady_Booch,wikiPageWikiLink,California_Institute_of_Technology
John_Armleder,wikiPageWikiLink,Museum_of_Fine_Arts_(Budapest)
Henry_Hugh_Armstead,wikiPageWikiLink,Fanny_Cornforth
Per_Brinch_Hansen,wikiPageWikiLink,Robert_Tarjan
Lucien_den_Arend,wikiPageWikiLink,Cairo_Conference
Dorothy_Blum,wikiPageWikiLink,Mihai_Nadin
Roland_Carl_Backhouse,wikiPageWikiLink,Samir_Das
Kiugak_Ashoona,wikiPageWikiLink,William_Commanda
Lisa_Anthony,wikiPageWikiLink,Ronald_Akers
Janine_Antoni,wikiPageWikiLink,Museum_of_Modern_Art
Grimanesa_Amorós,wikiPageWikiLink,Alison_Turnbull
Frances_E._Allen,wikiPageWikiLink,Gerald_Jennings
Alexander_Archipenko,wikiPageWikiLink,Sam_Gerson
Amandus_Adamson,wikiPageWikiLink,Art_Museum_of_Estonia
Irene_Kataq_Angutitok,wikiPageWikiLink,Camille_Henrot
Nir_Alon,wikiPageWikiLink,Modi_Alon
Irene_Kataq_Angutitok,wikiPageWikiLink,Benjamin_Paul_Akers
Anita_Borg,wikiPageWikiLink,Virologist
Aleijadinho,wikiPageWikiLink,Bordeaux
Simeonie_Amagoalik,wikiPageWikiLink,Rope_(film)
Latcholassie_Akesuk,wikiPageWikiLink,Juanita_Suazo_Dubray
Leonardo_Chiariglione,wikiPageWikiLink,Meta-learning
Edmond_Amateis,wikiPageWikiLink,Thomas_Eakins
Henry_Hugh_Armstead,wikiPageWikiLink,Benjamin_Robert_Haydon
Michael_Dan_Archer,wikiPageWikiLink,Michael_Dan_Archer
Victor_Bahl,wikiPageWikiLink,Punched_card
Bartolomeo_Ammanati,wikiPageWikiLink,Baldassarre_Longhena
David_Ascalon,wikiPageWikiLink,James_Reams
Leonard_Adleman,wikiPageWikiLink,David_R._Montgomery
Evelin_Winifred_Aston,wikiPageWikiLink,Rosalie_Gascoigne
Sergey_Brin,wikiPageWikiLink,"Hertford_College,_Oxford"
Bartolomeo_Ammanati,wikiPageWikiLink,List_of_Turkish_architects
Antun_Augustinčić,wikiPageWikiLink,Husino_uprising
Aleijadinho,wikiPageWikiLink,Empire_style
Lawrence_M._Breed,wikiPageWikiLink,Poul-Henning_Kamp
Alessandro_Algardi,wikiPageWikiLink,Rome
David_Bader,wikiPageWikiLink,David_Bader
Peter_Bernus,wikiPageWikiLink,Electronic_data_interchange
Leonard_Adleman,wikiPageWikiLink,Megan_Mylan
Elfriede_Abbe,wikiPageWikiLink,Bessie_Harvey
Rod_Canion,name,Sarah_Borwell
Karlheinz_Brandenburg,wikiPageWikiLink,Bogotá
Gene_Amdahl,wikiPageWikiLink,Rod_Beaton_(USA_Today)
Toomas_Altnurme,wikiPageWikiLink,Jean-Louis-Ernest_Meissonier
John_Armleder,wikiPageWikiLink,Mona_Lisa
Janine_Antoni,wikiPageWikiLink,Canada
Ruth_Hutton_Ancker,wikiPageWikiLink,Benjamin_Creswick
Bryan_Cantrill,wikiPageWikiLink,Peter_Bernus
Sergey_Brin,wikiPageWikiLink,Corporate_entertainment
Norah_Ansell,wikiPageWikiLink,Carolina_Benedicks-Bruce
Alberto_Ciaramella,wikiPageWikiLink,Robin_Milner
Julio_Abril,wikiPageWikiLink,Esteban_Villa
John_Wormald_Appleyard,wikiPageWikiLink,John_of_Gaunt
Friedrich_L._Bauer,wikiPageWikiLink,Mihai_Nadin
Robert_S._Boyer,wikiPageWikiLink,Geoffrey_Hinton
Charles_Babbage,wikiPageWikiLink,Rhode_Island
Nir_Alon,wikiPageWikiLink,Nir_Malhi
Karel_Aubroeck,wikiPageWikiLink,Carillonneur
Kurt_Bollacker,wikiPageWikiLink,Ken_Thompson_(computer_programmer)
Yaacov_Agam,wikiPageWikiLink,"Aaron_Burr,_Sr."
Eric_Adjetey_Anang,wikiPageWikiLink,Joseph_Bennet_Odunton
Pauline_Aitken,wikiPageWikiLink,Sarra_Lebedeva
Karel_Appel,wikiPageWikiLink,Emilio_Vedova
Bryan_Cantrill,wikiPageWikiLink,Moore_machine
Hezekiah_Augur,wikiPageWikiLink,Quincy_Porter
Jane_Ackroyd,wikiPageWikiLink,Stephen_Jones_(milliner)
George_Gammon_Adams,wikiPageWikiLink,Roman_Catholic_Relief_Act_1829
Hezekiah_Augur,wikiPageWikiLink,Zork_calendar
Constantine_Andreou,wikiPageWikiLink,Sameera_Moussa
Horst_Antes,wikiPageWikiLink,Franz_Bucher
Alashua_Aningmiuq,wikiPageWikiLink,Jacob_de_Gheyn_II
Kinji_Akagawa,wikiPageWikiLink,Bobby_Bell
Peter_Bernus,wikiPageWikiLink,Robotics
Victor_Bahl,wikiPageWikiLink,Scott_Shenker
Benedetto_Antelami,wikiPageWikiLink,Benedetto_Varchi
Andrew_Appel,wikiPageWikiLink,Bourne_shell
Benjamin_Paul_Akers,wikiPageWikiLink,The_New_York_Times
Maurice_Ascalon,wikiPageWikiLink,List_of_Jewish_universities_and_colleges_in_the_United_States
Leonardo_Chiariglione,wikiPageWikiLink,Rudy_Rucker
Lucien_den_Arend,wikiPageWikiLink,Prime_Minister_of_Albania
Ruth_Asawa,wikiPageWikiLink,Los_Angeles
Woody_van_Amen,wikiPageWikiLink,Sarah_Lucas
David_Ascalon,wikiPageWikiLink,Pete_Hamill
Gene_Amdahl,wikiPageWikiLink,Robert_Peters_(playwright)
Mary_Audsley,wikiPageWikiLink,Gaston_Anglade
Aisa_Amittu,wikiPageWikiLink,Carolina_Benedicks-Bruce
Jean_Arp,wikiPageWikiLink,"Palo_Alto,_California"
Aisa_Amittu,wikiPageWikiLink,Romano_Vio
Stephen_Antonakos,wikiPageWikiLink,Museum
Bryan_Cantrill,wikiPageWikiLink,Bert_Bos
Andrew_Appel,wikiPageWikiLink,Roberto_Ierusalimschy
David_Blei,wikiPageWikiLink,Ron_Rivest
Jonathan_Bowen,wikiPageWikiLink,Category:Harold_Wilson
Lambert-Sigisbert_Adam,wikiPageWikiLink,Stendhal
Robert_Cailliau,wikiPageWikiLink,Ronald_Freedman
Leonardo_Chiariglione,wikiPageWikiLink,Case-based_reasoning
Toomas_Altnurme,wikiPageWikiLink,David_Eugene_Henry
Cecilia_Berdichevsky,wikiPageWikiLink,MINIX
Bartolomeo_Ammanati,wikiPageWikiLink,John_Pawson
Agostino_da_Siena,wikiPageWikiLink,Sassona_Norton
Dorothy_Blum,wikiPageWikiLink,David_Canfield_Smith
Atta_ur_Rehman_Khan,wikiPageWikiLink,Minister_of_Transport_(Malaysia)
Gerrit_Blaauw,wikiPageWikiLink,Program_optimization
Ruth_Hutton_Ancker,wikiPageWikiLink,David_Smith_(sculptor)
Amandus_Adamson,wikiPageWikiLink,Ado_Vabbe
Martin_Campbell-Kelly,wikiPageWikiLink,Robin_Milner
Gilles_Brassard,wikiPageWikiLink,Peter_Høyer
David_P._Anderson,name,Brian_Johnson_(American_football_coach)
Edmond_Amateis,wikiPageWikiLink,1st_Regiment_Infantry_National_Guard_of_Philadelphia
Andrew_Barto,wikiPageWikiLink,Walter_B._Denny
Hezekiah_Augur,wikiPageWikiLink,Matt_Hussey
Johannes_Josephus_Aarts,wikiPageWikiLink,Valkenburg_aan_de_Geul
Mari_Andriessen,wikiPageWikiLink,Constantin_Meunier
Frances_E._Allen,wikiPageWikiLink,Gordon_G._Gallup
Gilles_Brassard,wikiPageWikiLink,Hilbert_space
Grimanesa_Amorós,wikiPageWikiLink,Deborah_Brown
Charles_Bachman,wikiPageWikiLink,Robotics
Christophe-Gabriel_Allegrain,wikiPageWikiLink,Endel_Taniloo
Bryan_Cantrill,wikiPageWikiLink,Robert_Sproull
Magdalena_Abakanowicz,wikiPageWikiLink,Bronisław_Geremek
Wil_van_der_Aalst,wikiPageWikiLink,Business_process_discovery
David_Blei,wikiPageWikiLink,Electronic_design_automation
Lambert-Sigisbert_Adam,wikiPageWikiLink,C._P._E._Bach
Sergey_Brin,wikiPageWikiLink,The_Guardian
Maurice_Ascalon,wikiPageWikiLink,1939_in_fine_arts_of_the_Soviet_Union
Walter_S._Arnold,wikiPageWikiLink,Allen_Hutchinson
Alfred_Aho,wikiPageWikiLink,Elise_Aubert
Zhou_Chaochen,wikiPageWikiLink,David_A._Huffman
Bryan_Cantrill,wikiPageWikiLink,Sanjay_Ghemawat
Bert_Bos,wikiPageWikiLink,Bernhard_Schölkopf
Kinji_Akagawa,wikiPageWikiLink,Carol_Bly
Diana_al-Hadid,wikiPageWikiLink,Jabari_Brisport
Karlheinz_Brandenburg,wikiPageWikiLink,San_Salvador
Hezekiah_Augur,wikiPageWikiLink,"John_Williamson_(basketball,_born_1951)"
Karel_Appel,wikiPageWikiLink,Land_art
Jean_Arp,wikiPageWikiLink,"Harris_County,_Texas"
Andrew_Appel,wikiPageWikiLink,Sankar_Pal
Aisa_Amittu,wikiPageWikiLink,Cornélie_Caroline_van_Asch_van_Wijck
Leonard_Adleman,wikiPageWikiLink,Electron_nuclear_double_resonance
Wäinö_Aaltonen,wikiPageWikiLink,Annika_Ekdahl
Evelin_Winifred_Aston,wikiPageWikiLink,Sarah_Fisher_Ames
Bartolomeo_Ammanati,wikiPageWikiLink,Romaldo_Giurgola
Hal_Abelson,wikiPageWikiLink,Neural_networks
George_Boole,wikiPageWikiLink,Principle_of_bivalence
Scott_Aaronson,wikiPageWikiLink,Spanning_tree
Scott_Aaronson,wikiPageWikiLink,BPP_(complexity)
Lennart_Augustsson,wikiPageWikiLink,C++
David_Ascalon,wikiPageWikiLink,Salman_Toor
Abed_Abdi,wikiPageWikiLink,Thomas_Rowlandson
Diana_al-Hadid,wikiPageWikiLink,Matt_Berninger
John_Carmack,wikiPageWikiLink,Artillery_battery
Lisa_Anthony,wikiPageWikiLink,Utah_State_University
Giosuè_Argenti,wikiPageWikiLink,Billie_Lawless
Constantine_Andreou,wikiPageWikiLink,Mendele_Mocher_Sforim
Benjamin_Paul_Akers,wikiPageWikiLink,Category:American_literary_historians
John_De_Andrea,wikiPageWikiLink,Rio_de_Janeiro
Martin_Campbell-Kelly,wikiPageWikiLink,Samson_Abramsky
Charles_Babbage,wikiPageWikiLink,Charles_Darwin
Alessandro_Algardi,wikiPageWikiLink,Sant'Anastasia
Kinji_Akagawa,wikiPageWikiLink,Ross_Wilson_(ambassador)
Mari_Andriessen,wikiPageWikiLink,Louis_Andriessen
George_Gammon_Adams,wikiPageWikiLink,"Royal_Court_Theatre,_Liverpool"
Peter_Chen,wikiPageWikiLink,Natural_resource
Zhou_Chaochen,wikiPageWikiLink,Morris_worm
Alfred_Aho,wikiPageWikiLink,M._K._Asante
Leonardo_Chiariglione,wikiPageWikiLink,BlueJ
Peter_Agostini,wikiPageWikiLink,City_College_of_New_York
François_and_Michel_Anguier,wikiPageWikiLink,David_Ruben_Piqtoukun
Yaacov_Agam,wikiPageWikiLink,Xu_Bing
David_Blei,wikiPageWikiLink,MINIX
Gilles_Brassard,wikiPageWikiLink,EPR_paradox
Elfriede_Abbe,wikiPageWikiLink,Paula_Zima
Alonzo_Church,wikiPageWikiLink,Finite_set
Andrew_Barto,wikiPageWikiLink,James_Tate_(writer)
John_Backus,wikiPageWikiLink,Profiler_(TV_series)
Mark_Antokolski,wikiPageWikiLink,Moscow
Edmond_Amateis,wikiPageWikiLink,Lion_Crushing_a_Serpent_(Barye)
Henry_Hugh_Armstead,wikiPageWikiLink,Romanticism
Barry_Boehm,wikiPageWikiLink,Calculator
Charles_Babbage,wikiPageWikiLink,Paul_Dirac
Lawrence_M._Breed,wikiPageWikiLink,370
Samson_Abramsky,wikiPageWikiLink,Scotland
Rudolf_Bayer,wikiPageWikiLink,Scovel_Richardson
Leonardo_Chiariglione,wikiPageWikiLink,Scala_(programming_language)
Evelin_Winifred_Aston,wikiPageWikiLink,Renee_Stout
Kiugak_Ashoona,wikiPageWikiLink,Leonard_Marchand
Johannes_Josephus_Aarts,wikiPageWikiLink,Category:20th-century_Dutch_women_artists
Anthony_James_Barr,wikiPageWikiLink,Meta-learning
Daniel_J._Bernstein,wikiPageWikiLink,SMTP
Grady_Booch,wikiPageWikiLink,Josh_Elliott
Bartolomeo_Ammanati,wikiPageWikiLink,Robert_Venturi
Leonardo_Chiariglione,wikiPageWikiLink,Quantum_mechanics
Frances_E._Allen,wikiPageWikiLink,San_Francisco
Andrew_Appel,wikiPageWikiLink,Prolog
Martin_Campbell-Kelly,wikiPageWikiLink,MD5
Lenore_Blum,wikiPageWikiLink,Category:21st-century_American_philosophers
Hal_Abelson,wikiPageWikiLink,Category:501(c)(3)_organizations
Peter_Bernus,wikiPageWikiLink,Category:Enterprise_architecture
Per_Brinch_Hansen,wikiPageWikiLink,Read–modify–write
David_P._Anderson,name,Benny_Anders
Lenore_Blum,wikiPageWikiLink,Robert_Tarjan
Sanjeev_Arora,wikiPageWikiLink,Category:People_from_New_Jersey
Walter_S._Arnold,wikiPageWikiLink,Ambrosius_Petruzzy
Diana_al-Hadid,wikiPageWikiLink,Mount_Prospect_Park
Robert_S._Boyer,wikiPageWikiLink,Hennessy–Milner_logic
Toomas_Altnurme,wikiPageWikiLink,Robert_White_(sculptor)
Peter_Agostini,wikiPageWikiLink,The_New_School
Toomas_Altnurme,wikiPageWikiLink,Ennutsiak
Amandus_Adamson,wikiPageWikiLink,Kärdla
Silvio_Apponyi,wikiPageWikiLink,Innes_Willox
Jane_Ackroyd,wikiPageWikiLink,Ronald_Ferns
Tim_Berners-Lee,wikiPageWikiLink,Internet_privacy
Elfriede_Abbe,wikiPageWikiLink,Pauline_Boumphrey
Anita_Borg,wikiPageWikiLink,Peggy_Johnson
Sjaak_Brinkkemper,wikiPageWikiLink,Nondeterministic_machine
Manindra_Agrawal,wikiPageWikiLink,Integer_factorization
Leon_Battista_Alberti,wikiPageWikiLink,War_of_the_League_of_Cognac
Barry_Boehm,wikiPageWikiLink,Sankar_Pal
Gregory_Chaitin,wikiPageWikiLink,E._M._Wright
John_Backus,wikiPageWikiLink,Dorothea_Klumpke
Ahmed_Al_Safi,wikiPageWikiLink,Sadequain
Benita_Armstrong,wikiPageWikiLink,Lilian_Simpson
Manuel_Blum,wikiPageWikiLink,Moni_Naor
Bruce_Arden,wikiPageWikiLink,Poul-Henning_Kamp
Beatrice_Angle,wikiPageWikiLink,Josette_Hébert-Coëffin
Karoo_Ashevak,wikiPageWikiLink,Arctic
Norah_Ansell,wikiPageWikiLink,Vinnie_Ream
Walter_Allward,wikiPageWikiLink,Category:Premiers_of_Ontario
François_and_Michel_Anguier,wikiPageWikiLink,Jean-Louis-Ernest_Meissonier
Scott_Aaronson,wikiPageWikiLink,Church–Turing_thesis
Agostino_di_Duccio,wikiPageWikiLink,Lernaean_Hydra
Yaacov_Agam,wikiPageWikiLink,Niki_de_Saint_Phalle
Gilles_Brassard,wikiPageWikiLink,Quantum_coherence
Steven_M._Bellovin,wikiPageWikiLink,Rudy_Rucker
Rod_Brooks,wikiPageWikiLink,Carl_Sassenrath
Edward_Allington,wikiPageWikiLink,Alfred_Bestall
Isa_Paddy_Aqiattusuk,wikiPageWikiLink,Charles_Littleleaf
Magdalena_Abakanowicz,wikiPageWikiLink,Category:Military_memorials_and_cemeteries_in_Poland
Benita_Armstrong,wikiPageWikiLink,Coosje_van_Bruggen
Charles_Bachman,wikiPageWikiLink,David_Canfield_Smith
Elfriede_Abbe,wikiPageWikiLink,Johanne_Pedersen-Dan
Anita_Borg,wikiPageWikiLink,Fusion_power
Roland_Carl_Backhouse,wikiPageWikiLink,Robin_Milner
Sergey_Brin,wikiPageWikiLink,Radyr_Comprehensive_School
Gordon_Bell,wikiPageWikiLink,Category:Classes_of_computers
Edwin_Catmull,wikiPageWikiLink,Ronald_Smelser
Pauline_Aitken,wikiPageWikiLink,Anne_Davidson
Sanjeev_Arora,wikiPageWikiLink,Category:Aarhus_University_alumni
Hal_Abelson,wikiPageWikiLink,University_of_Michigan_Law_School
Steven_M._Bellovin,wikiPageWikiLink,Case-based_reasoning
Michael_Butler,wikiPageRedirects,Michael_Butler
Mikhail_Botvinnik,wikiPageWikiLink,Miguel_Najdorf
Edwin_Catmull,wikiPageWikiLink,IEEE
Louis_Amateis,wikiPageWikiLink,Battle_of_Franklin_(1864)
Giosuè_Argenti,wikiPageWikiLink,Carolina_Benedicks-Bruce
Henry_Hugh_Armstead,wikiPageWikiLink,James_Collinson
Giosuè_Argenti,wikiPageWikiLink,Romano_Vio
Yaacov_Agam,wikiPageWikiLink,Per_Kirkeby
Serge_Abiteboul,wikiPageWikiLink,Ron_Rivest
Sjaak_Brinkkemper,wikiPageWikiLink,David_E._Shaw
Ásmundur_Sveinsson,wikiPageWikiLink,Vladimir_Ashkenazy
Armen_Agop,wikiPageWikiLink,Badr_al-Jamali
Alashua_Aningmiuq,wikiPageWikiLink,Richard_Earlom
Barry_Boehm,wikiPageWikiLink,Robert_W._Floyd
Egid_Quirin_Asam,wikiPageWikiLink,Venice
Peter_Chen,wikiPageWikiLink,Michael_B.T._Bell
Yaacov_Agam,wikiPageWikiLink,Jeff_Koons
Luis_von_Ahn,wikiPageWikiLink,Carnegie_Science_Center
Andrew_Appel,wikiPageWikiLink,Eugene_Luks
Hezekiah_Augur,wikiPageWikiLink,Christian_Sands
Norah_Ansell,wikiPageWikiLink,Judith_Bluck
Serge_Abiteboul,wikiPageWikiLink,Roland_Carl_Backhouse
François_and_Michel_Anguier,wikiPageWikiLink,David_Eugene_Henry
Rediet_Abebe,wikiPageWikiLink,Robert_Newman_(comedian)
Hal_Abelson,wikiPageWikiLink,Robotics
John_Armleder,wikiPageWikiLink,Category:Living_people
Per_Abramsen,wikiPageWikiLink,Ronald_Bladen
George_Boole,wikiPageWikiLink,Category:American_documentary_filmmakers
Rachel_Ara,wikiPageWikiLink,Ingunn_Utsi
Edwin_Catmull,wikiPageWikiLink,Eckert–Mauchly_Award
Rod_Canion,name,Cameron_Malveaux
Harry_Bouwman,wikiPageWikiLink,David_E._Shaw
Karel_Aubroeck,wikiPageWikiLink,Bagpipes
Victor_Bahl,wikiPageWikiLink,Mihai_Nadin
Serge_Abiteboul,wikiPageWikiLink,Electronic_design_automation
Yaacov_Agam,wikiPageWikiLink,Jean_Carzou
Rod_Burstall,wikiPageWikiLink,Matthew_Hennessy
Barry_Boehm,wikiPageWikiLink,Bertrand_Meyer
Cecilia_R._Aragon,wikiPageWikiLink,Roger_Needham
Martin_Campbell-Kelly,wikiPageWikiLink,Cray_Research
Tracy_Chou,wikiPageWikiLink,Category:2010_Taiwanese_television_series_debuts
Evelin_Winifred_Aston,wikiPageWikiLink,Alison_Turnbull
Louise_Abbéma,wikiPageWikiLink,Gismonda
Lucien_den_Arend,wikiPageWikiLink,Royal_Italian_Army
David_Blei,wikiPageWikiLink,Sanjeev_Arora
Peter_Chen,wikiPageWikiLink,Object-Oriented_Modeling
Leonardo_Chiariglione,wikiPageWikiLink,Scheme_(programming_language)
Kinji_Akagawa,wikiPageWikiLink,Melvin_Steen
Abed_Abdi,wikiPageWikiLink,Emad_Hajjaj
Kiugak_Ashoona,wikiPageWikiLink,Madeleine_Redfern
Rachel_Ara,wikiPageWikiLink,Elisabeth_Gordon_Chandler
Manindra_Agrawal,wikiPageWikiLink,Scott_Shenker
Dorothy_Blum,wikiPageWikiLink,Entity-relationship_model
Alexander_Archipenko,wikiPageWikiLink,Boris_McGiver
Tiziano_Aspetti,wikiPageWikiLink,Pietro_Lombardo
Bartolomeo_Ammanati,wikiPageWikiLink,Anthemius_of_Tralles
Edmond_Amateis,wikiPageWikiLink,"Old_Mortality,_His_Pony,_and_Sir_Walter_Scott"
Agostino_da_Siena,wikiPageWikiLink,Category:Lists_of_sculptors
Kevin_Ashton,wikiPageWikiLink,Back_to_the_Future
Johannes_Josephus_Aarts,wikiPageWikiLink,Company_of_Mary
Edwin_Catmull,wikiPageWikiLink,Unisys
Gerrit_Blaauw,wikiPageWikiLink,Roger_Hui
George_Gammon_Adams,wikiPageWikiLink,"Henry_Temple,_3rd_Viscount_Palmerston"
Vint_Cerf,wikiPageWikiLink,Category:Recurring_events_established_in_1997
Tracy_Camp,wikiPageWikiLink,Carl_Sassenrath
Charles_Babbage,wikiPageWikiLink,David_Rice_Atchison
Agostino_da_Siena,wikiPageWikiLink,Elisabeth_Toubro
Agostino_di_Duccio,wikiPageWikiLink,Book_of_Wonders
Peter_Agostini,wikiPageWikiLink,University_of_Virginia
Rod_Burstall,wikiPageWikiLink,Max_Planck_Institute_for_Biological_Cybernetics
John_De_Andrea,wikiPageWikiLink,Roca_dels_Moros
Roland_Carl_Backhouse,wikiPageWikiLink,MD5
